qid,query,word_count,length_bin
1999,ما اسم الدولة التي عاصمتها بودابيست؟,6,Medium (4-8)
2004,ما هو ميزان المراجعة؟,4,Medium (4-8)
2007,هل الإنكا أحد الامبراطوريات التي بناها الهنود الحمر في أمريكا الجنوبية؟,11,Long (9+)
2017,متى ولدت ماري كوري ؟,5,Medium (4-8)
2024,متى تأسست شركة ماكينزي؟,4,Medium (4-8)
2045,من هو القائد العربي الذي نسب إليه فتح الأندلس؟,9,Long (9+)
2048,ماهي مساحة سورية ؟,4,Medium (4-8)
2049,أين تقع جورجيا الجنوبية ؟,5,Medium (4-8)
2053,هل البراريق الشفافة من أعراض التنكس البقعي؟,7,Medium (4-8)
2062,متى بدأت الحرب الأهلية اللبنانية؟,5,Medium (4-8)
2066,كم كان عدد ضحايا الهجوم على صحيفة شارلي إبدو ؟,10,Long (9+)
2076,أين تقع صحراء ناميب ؟,5,Medium (4-8)
2078,أين تقع مدينة باتنة؟,4,Medium (4-8)
2086,من أي مدرسة تخرج المرعي باشا الملاّح ؟,8,Medium (4-8)
2087,ما هي الحيتان البالينية؟,4,Medium (4-8)
2090,ما هي عملية تبديل الرزم؟,5,Medium (4-8)
2096,من هو جان باتيست لولي؟,5,Medium (4-8)
2097,من هو جد بايزيد الأوَّل؟,5,Medium (4-8)
2102,في أي عام نالت السودان استقلالها؟,6,Medium (4-8)
2103,متى تم توقيع معاهدة سيفر؟,5,Medium (4-8)
2112,ما هي الصفائح التكتونية؟,4,Medium (4-8)
2113,متى ولد إمرئ القيس  ؟,5,Medium (4-8)
2114,ما هو الرقم الذري للاكسجين؟,5,Medium (4-8)
2115,ما النظام السياسي في الصين؟,5,Medium (4-8)
2117,من هو الأب المؤسس لعائلة روتشيلد؟,6,Medium (4-8)
2120,من هو مصمم سلسلة ألعاب دارك سولز ؟,8,Medium (4-8)
2123,متى عرضت مسرحية مدرسة المشاغبين لأول مرة؟,7,Medium (4-8)
2129,كم يبلغ طول التريسيراتوبس؟,4,Medium (4-8)
2132,ما هي الكرستولوجيا؟,3,Short (1-3)
2133,"متى صدر فيلم ""300"" ؟",5,Medium (4-8)
2140,من هو محمد يوسف المقريف؟,5,Medium (4-8)
2141,أين يوجد ضريح الإمام علي؟,5,Medium (4-8)
2143,كيف كان نظام الإرث في السويد ؟,7,Medium (4-8)
2147,من هو خالد بن الوليد؟,5,Medium (4-8)
2156,متى إنتهى العصر الذهبي للإسلام ؟,6,Medium (4-8)
2164,متى تاسست الإمبراطورية النمساوية؟,4,Medium (4-8)
2166,ما هي اللغة الرسمية في اللوكسمبورغ ؟,7,Medium (4-8)
2186,الى أي دولة تتبع جزيرة عيد الميلاد؟,7,Medium (4-8)
2192,من أول من أشعل شرارة الربيع العربي؟,7,Medium (4-8)
2197,أين تقع قرية سيدي عبد الرحمن؟,6,Medium (4-8)
2200,ماهي درجة قرابة عقيل بن أبي طالب للنبي محمد؟,9,Long (9+)
2203,ما هو صرع الفص الصدغي؟,5,Medium (4-8)
2224,في أي عام تأسست الدولة العثمانية؟,6,Medium (4-8)
2225,ماذا يمثل  آمون عند الفراعنة؟,5,Medium (4-8)
2234,من هو غونتر غراس ؟,5,Medium (4-8)
2239,من أسّس  جمهورية الريف في شمال المغرب؟,7,Medium (4-8)
2241,في اي نادي اسباني لعب الاسطورة بوشكاش؟,7,Medium (4-8)
2252,ما هي مساحة القارة القطبية الجنوبية؟,6,Medium (4-8)
2255,متى توفي أبو زكرياء الأول ؟,6,Medium (4-8)
2261,ما هو الموطن الأصلي لشجرة الكاكاو ؟,7,Medium (4-8)
2266,كم عدد أسنان الانسان؟,4,Medium (4-8)
2270,متى ظهرت قبائل الليبو؟,4,Medium (4-8)
2271,هل يتم علاج الحصاة الصفراوية؟,5,Medium (4-8)
2272,متي نشأت الجمهورية العربية المتحدة ؟,6,Medium (4-8)
2283,ما عاصمة قطر؟,3,Short (1-3)
2287,هل الأهرام هي مقابر الفراعنة؟,5,Medium (4-8)
2290,في اي عصر اسلامي  بدأت ترجمة الكتب اليونانية؟,8,Medium (4-8)
2291,ما هي الصوروبودا؟,3,Short (1-3)
2292,ماهو موقع فلسطين الجغرافي ؟,5,Medium (4-8)
2294,ما هي مادة النيكوتين؟,4,Medium (4-8)
2299,متى وقعت غزوة الخندق؟,4,Medium (4-8)
2301,ما هي الجغرافيا البشرية؟,4,Medium (4-8)
2312,متى وقعت معركة الجمل؟,4,Medium (4-8)
2314,هل يتشارك التوأم نفس خصائص الدي ان أي؟,8,Medium (4-8)
2330,ما هو مرض السفلس؟,4,Medium (4-8)
2340,ما هو جناح البحث والتحليل الهندي؟,6,Medium (4-8)
2343,أين يقع أكبر سجن في العالم؟,6,Medium (4-8)
2345,ماذا لقب الرسول خالد بن الوليد؟,6,Medium (4-8)
2353,متى تأسست البحرين؟,3,Short (1-3)
2355,ما هو النالوكسون؟,3,Short (1-3)
2356,ما هي كتلة القلب في جسم الإنسان ؟,8,Medium (4-8)
2367,ما هو دور طبلة الأذن؟,5,Medium (4-8)
2370,مما تتكون الأذن ؟,4,Medium (4-8)
2375,ما هي الياكوزا ؟,4,Medium (4-8)
2377,هل يمكن تحسين اداء الذاكرة ؟,6,Medium (4-8)
2384,في أي محيط تقع جزر هاواي؟,6,Medium (4-8)
2393,من إنتزع الأطفال المسروقين من السكان الأصليين الأستراليين ؟,9,Long (9+)
2394,كيف يمكن التعرف علي جنس الرضيع؟,6,Medium (4-8)
2396,أين تقع مدينة شتتين؟,4,Medium (4-8)
2397,متى بنيت الاهرام ؟,4,Medium (4-8)
2398,من مالك شركة فورد حاليا؟,5,Medium (4-8)
2400,أين تقع جزر المالديف؟,4,Medium (4-8)
2406,ما هو مرض تضخم الغدة الدرقية؟,6,Medium (4-8)
2416,من هي الكاهنة ديهيا؟,4,Medium (4-8)
2420,أين يقع نهر يالو؟,4,Medium (4-8)
2423,ما هي منظمة ايباك ؟,5,Medium (4-8)
2429,متى انتهت حرب الاستقلال الإريترية؟,5,Medium (4-8)
2430,من هي أول رائدة فضاء حطت على القمر؟,8,Medium (4-8)
2432,متى تولى أبراهام لينكولن رئاسة الولايات المتحدة لأمريكية؟,8,Medium (4-8)
2438,متى توفي طانيوس شاهين سعادة ؟,6,Medium (4-8)
2445,في أي عام تم اكتشاف كوكب نبتون؟,7,Medium (4-8)
2449,كم مساحة البحرالأسود؟,3,Short (1-3)
2450,ماهو الدليل إصطلاحاً ؟,4,Medium (4-8)
2454,متى تم الانتهاء من بناء هيكل آرتميس؟,7,Medium (4-8)
2461,أين ولد طانيوس شاهين سعادة ؟,6,Medium (4-8)
2464,متى إندلعت حرب الخليج ؟,5,Medium (4-8)
2474,متى نالت الجزائر استقلالها ؟,5,Medium (4-8)
2481,أين تقع مدينة كونستانتسا؟,4,Medium (4-8)
2488,ما هي ذاكرة السيرة الذاتية؟,5,Medium (4-8)
2499,متى كانت دمشق أول عاصمة للأمويين؟,6,Medium (4-8)
2502,من هو ملك إسبانيا حاليا؟,5,Medium (4-8)
2505,ما هو علم المثلثات ؟,5,Medium (4-8)
2516,من اخترع أول سلاح؟,4,Medium (4-8)
2533,من بنى بيت الحكمة للعلم في بغداد؟,7,Medium (4-8)
2539,من هو ماركوس يونيوس بروتس؟,5,Medium (4-8)
2570,متى تم بناء مدينة مدريد الإسبانية؟,6,Medium (4-8)
2579,متى تم إنفصال برلين إلي قسمين ؟,7,Medium (4-8)
2580,من هو أبو الحسن الشاذلي؟,5,Medium (4-8)
2584,اين تقع مدينة فاس ؟,5,Medium (4-8)
2595,في أي عام خدم أرمسترونغ في الجيش الأمريكي وشارك في الحرب الكورية؟,12,Long (9+)
2596,متي أعلنة جمهورية الدومنيكان إستقلالها ؟,6,Medium (4-8)
2598,متى تم تصريح بيع الكحول في الولايات المتحدة ؟,9,Long (9+)
2602,من هو أبو الفتوح أحمد الغزالي؟,6,Medium (4-8)
2611,اين يوجد أرخبيل غالاباغوس؟,4,Medium (4-8)
2619,كم يبلغ حجم التداول اليومي في سوق الفوركس ؟,9,Long (9+)
2625,أين تأسست اليوغا؟,3,Short (1-3)
2627,هل توجد اللغة الفرنسية في القارات الخمسة؟,7,Medium (4-8)
2628,ما هي المياه الزرقاء ؟,5,Medium (4-8)
2631,ما هو التعليم الإلكتروني؟,4,Medium (4-8)
2632,كم لغة في الهند؟,4,Medium (4-8)
2635,اين تقع مدينة ملاهي فيالاند؟,5,Medium (4-8)
2636,كم مليوناً انخفض عدد سكان الاتحاد السوفييتي بعد الحرب مع ألمانيا؟,11,Long (9+)
2641,ما هو أول مسلسل تفلزيوني مثل فيه جون ترافولتا؟,9,Long (9+)
2653,أين ولد المهاتما غاندي؟,4,Medium (4-8)
2657,متى استلمت أنغيلا ميركل رئاسة الحكومة الألمانية؟,7,Medium (4-8)
2685,من هو كاليغولا؟,3,Short (1-3)
2694,متى بدأت حرب المكسيك على المخدرات؟,6,Medium (4-8)
2696,من هو مؤلف كتاب السلوك لمعرفة دول الملوك؟,8,Medium (4-8)
2701,من هو عمرو بن جرموز؟,5,Medium (4-8)
2702,متى صدر فيلم وندر ومن ؟,6,Medium (4-8)
2704,متي تم إطلاق تِلسكوب هابل الفضائي الي الغلاف الجوي ؟,10,Long (9+)
2712,ماذا  كان موقع جاسم يعقوب في نادي القاديسية ؟,9,Long (9+)
2721,ما هو أطول نهر في قارة إفريقيا؟,7,Medium (4-8)
2722,متى تأسست المملكة الأردنية الهاشمية ؟,6,Medium (4-8)
2723,متى إنشقت أوكرانيا عن الإتحاد السوفيتي ؟,7,Medium (4-8)
2724,من هو جيمس بروس؟,4,Medium (4-8)
2728,ما هي الجيولوجيا؟,3,Short (1-3)
2734,ما أهمية  ممتص الصواعق ؟,5,Medium (4-8)
2739,متى بدأت الثورة الصناعية في أوروبا ؟,7,Medium (4-8)
2745,كم عدد مواسم مسلسل شارلوك هولمز ؟,7,Medium (4-8)
2750,من هو الخليفة العباسي التي سقطت على يده بغداد  عند  غزو المغول؟,12,Long (9+)
2753,متى ولد شكري القوتلي؟,4,Medium (4-8)
2758,ماذا تعني معالجة البيانات ؟,5,Medium (4-8)
2759,من هو الملك ريتشارد قلب الأسد؟,6,Medium (4-8)
2768,ما هي عاصمة سلطنة عمان ؟,6,Medium (4-8)
2777,متى توفي تالكوت بارسونز؟,4,Medium (4-8)
2780,ما هي بطريركية أنطاكية وسائر المشرق للروم الأرثوذكس؟,8,Medium (4-8)
2788,أين تقع كاتدرائية السيدة العذراء أم الزنار في سوريا؟,9,Long (9+)
2789,ما هي المجموعة الإثنية؟,4,Medium (4-8)
2798,ما هو  الورم العابي القزحي؟,5,Medium (4-8)
2803,ما هي المقاومة المدنية؟,4,Medium (4-8)
2811,أين ينشأ الشعاع السيكلوتروني؟,4,Medium (4-8)
2816,ما هو اسم كاتبة سلسلة روايات هاري بوتر؟,8,Medium (4-8)
2824,ماهو موقع الماغنيسيوم في الجدول الدوري الحديث ؟,8,Medium (4-8)
2826,ما  هي انواع الخلايا الشمسية ؟,6,Medium (4-8)
2832,ما هي متلازمة واطسون؟,4,Medium (4-8)
2848,اين يوجد معبر رفح؟,4,Medium (4-8)
2857,متى وصلت المسيحية إلي المكسيك ؟,6,Medium (4-8)
2858,ماذا يعني فرق الاجور بين الجنسين ؟,7,Medium (4-8)
2860,متى ولد پيتر أبـِلار ؟,5,Medium (4-8)
2867,متى تم إنشاء مدينة بغداد ؟,6,Medium (4-8)
2869,من هو جون ستيوارت مل؟,5,Medium (4-8)
2875,ماهو رمز الكيميائي لليورانيوم ؟,5,Medium (4-8)
2879,متى تم عرض فيلم كولومبيانا ؟,6,Medium (4-8)
2893,في أي عام تأسست الوكالة العالمية لمكافحة المنشطات؟,8,Medium (4-8)
2896,أين يقع نهرالوادي الكبير أو النهر الكبير؟,7,Medium (4-8)
2900,ما هي مساحة إمارة أبوظبي؟,5,Medium (4-8)
2901,متى كانت  مجزرة كاتين؟,4,Medium (4-8)
2903,ما هي فلسفة الذهن؟,4,Medium (4-8)
2904,ما هي  أطول السور المكية؟,5,Medium (4-8)
2911,من هم الكلت أو القلط أو السلت؟,7,Medium (4-8)
2915,كيف توفي غولدنغ بيرد ؟,5,Medium (4-8)
2931,من هو زوج المخرجة والممثلة اللبنانية نادين لبكي ؟,9,Long (9+)
2936,على كم كتاب تحتوي مكتبة الفاتيكان؟,6,Medium (4-8)
2942,ماهى مساحة كوبا ؟,4,Medium (4-8)
2948,متى ولد المؤلف الموسيقي ريتشارد شتراوس؟,6,Medium (4-8)
2955,كم تبعد مدينة طليطلة على مدريد؟,6,Medium (4-8)
2960,أين يقع مثلث بيرمودا ؟,5,Medium (4-8)
2961,ما هي اللغة الرسمية في البنما؟,6,Medium (4-8)
2964,أين ولد محمد أبو السعود أفندي ؟,7,Medium (4-8)
2968,في أي عام قصف الفرنسيون مدينة الدار البيضاء المغربية؟,9,Long (9+)
2977,ما هو اسم  بيتهوفن الكامل ؟,6,Medium (4-8)
2988,من هو فرانشيسكو دي غريغوري؟,5,Medium (4-8)
2991,كم يصل تعداد اتباع البوذية في العالم ؟,8,Medium (4-8)
2999,أين تقع جمهورية الرأس الأخضر؟,5,Medium (4-8)
3003,أين تقع ساعة بيج بن؟,5,Medium (4-8)
3013,من صاحب شركة ميكروسوفت؟,4,Medium (4-8)
3014,على ماذا يعتمد التقويم الإسلامي ؟,6,Medium (4-8)
3015,في أي عام تم فرض الحماية البريطانية على مصر؟,9,Long (9+)
3019,ما هي أكبر مدن ولاية ويسكنسن الأمريكية؟,7,Medium (4-8)
3020,من هم الكارولنجيون؟,3,Short (1-3)
3021,متى ولدت أسماء محفوظ الناشطة السياسية المصرية ؟,8,Medium (4-8)
3022,هل الحج من اركان الاسلام ؟,6,Medium (4-8)
3026,في اي عام غزت العراق الكويت؟,6,Medium (4-8)
3033,ما هي تقنية ال اي دي؟,6,Medium (4-8)
3034,ما هي الأسماء الخمسة في اللغة العربية؟,7,Medium (4-8)
3039,ما هو الجنف؟,3,Short (1-3)
3040,متى توفي رينيه ديكارت؟,4,Medium (4-8)
3044,أين يقع المقر الرئيسي لهيئة الإذاعة الوطنية  إن بي سي؟,10,Long (9+)
3047,من هو مؤسس الديانة البوذية ؟,6,Medium (4-8)
3051,اين تعيش افعى الأناكوندا؟,4,Medium (4-8)
3053,متى تولى الملك فاروق الأول الحكم ؟,7,Medium (4-8)
3057,من هو جوزيف فوراكر؟,4,Medium (4-8)
3060,متى إنهارت الإمبراطورية الرومانية القديمة ؟,6,Medium (4-8)
